goos: darwin
goarch: arm64
pkg: luabench
cpu: Apple M1 Pro
BenchmarkSuite/go-calls/luart-jit-10          	     528	   2164191 ns/op	      52 B/op	       0 allocs/op
BenchmarkSuite/go-calls/luart-jit-10          	     558	   2120808 ns/op	      49 B/op	       0 allocs/op
BenchmarkSuite/go-calls/luart-jit-10          	     568	   2108729 ns/op	      48 B/op	       0 allocs/op
BenchmarkSuite/go-calls/luart-jit-10          	     566	   2120343 ns/op	      48 B/op	       0 allocs/op
BenchmarkSuite/go-calls/luart-jit-10          	     568	   2113288 ns/op	      48 B/op	       0 allocs/op
BenchmarkSuite/go-calls/shopify-10            	     151	   7851246 ns/op	 3200136 B/op	  400004 allocs/op
BenchmarkSuite/go-calls/shopify-10            	     152	   7807482 ns/op	 3200136 B/op	  400004 allocs/op
BenchmarkSuite/go-calls/shopify-10            	     147	   8053817 ns/op	 3200137 B/op	  400004 allocs/op
BenchmarkSuite/go-calls/shopify-10            	     150	   7903244 ns/op	 3200139 B/op	  400004 allocs/op
BenchmarkSuite/go-calls/shopify-10            	     153	   7756948 ns/op	 3200140 B/op	  400004 allocs/op
BenchmarkSuite/go-calls/shopify-10            	     153	   7790587 ns/op	 3200137 B/op	  400004 allocs/op
BenchmarkSuite/plasma/go-10                   	    3921	    304665 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-10                   	    3922	    301017 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-10                   	    3914	    302326 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-10                   	    4039	    298304 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-10                   	    4020	    300916 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-10                   	    3975	    298600 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-10                	     566	   2129374 ns/op	       7 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-10                	     566	   2120073 ns/op	       7 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-10                	     566	   2116687 ns/op	       7 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-10                	     565	   2204767 ns/op	       7 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-10                	     564	   2124371 ns/op	       7 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-10                	     565	   2116941 ns/op	       7 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-jit-10            	     828	   1446409 ns/op	      77 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-jit-10            	     830	   1443301 ns/op	      77 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-jit-10            	     826	   1451097 ns/op	      77 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-jit-10            	     808	   1459010 ns/op	      79 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-jit-10            	     829	   1462503 ns/op	      77 B/op	       0 allocs/op
BenchmarkSuite/plasma/luart-jit-10            	     824	   1467558 ns/op	      77 B/op	       0 allocs/op
BenchmarkSuite/plasma/shopify-10              	     204	   5881797 ns/op	 2240115 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-10              	     204	   5874616 ns/op	 2240114 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-10              	     204	   5852831 ns/op	 2240114 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-10              	     205	   5848061 ns/op	 2240114 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-10              	     198	   5981953 ns/op	 2240115 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-10              	     204	   5859928 ns/op	 2240113 B/op	  280001 allocs/op
BenchmarkSuite/particles/luart-10             	    3200	    375384 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-10             	    3207	    376372 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-10             	    3163	    379928 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-10             	    3147	    376155 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-10             	    3188	    375946 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-10             	    3201	    376245 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-jit-10         	    6381	    186071 ns/op	      23 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-jit-10         	    6451	    182928 ns/op	      22 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-jit-10         	    6459	    183110 ns/op	      22 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-jit-10         	    6475	    183196 ns/op	      22 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-jit-10         	    6571	    182744 ns/op	      22 B/op	       0 allocs/op
BenchmarkSuite/particles/luart-jit-10         	    6494	    184753 ns/op	      22 B/op	       0 allocs/op
BenchmarkSuite/particles/shopify-10           	     753	   1615293 ns/op	  475050 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-10           	     757	   1618468 ns/op	  475047 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-10           	     750	   1631240 ns/op	  475047 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-10           	     742	   1624052 ns/op	  475047 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-10           	     745	   1632962 ns/op	  475048 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-10           	     757	   1637019 ns/op	  475048 B/op	   25341 allocs/op
PASS
ok  	luabench	736.528s
goos: darwin
goarch: arm64
pkg: luabench
cpu: Apple M1 Pro
BenchmarkStandard/bounce/lua54-10  	    2451	    495461 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua54-10  	    2419	    503463 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua54-10  	    2438	    496434 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua54-10  	    2396	    511077 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua54-10  	    1930	    593489 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua54-10  	    2352	    509831 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua54-10      	      20	  57645829 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua54-10      	      20	  56802504 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua54-10      	      20	  57560885 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua54-10      	      20	  58104471 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua54-10      	      20	  56802498 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua54-10      	      20	  57545477 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua54-10         	      34	  34909174 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua54-10         	      34	  34096099 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua54-10         	      34	  34617702 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua54-10         	      34	  35087023 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua54-10         	      34	  34862804 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua54-10         	      34	  35584740 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua54-10            	       1	3019016084 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua54-10            	       1	3037128750 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua54-10            	       1	3012883083 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua54-10            	       1	3070160583 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua54-10            	       1	3049977750 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua54-10            	       1	3046635917 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/json/lua54-10              	     170	   7168937 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua54-10              	     160	   7403627 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua54-10              	     164	   7249323 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua54-10              	     168	   7144962 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua54-10              	     164	   7261707 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua54-10              	     158	   7519085 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua54-10              	    2767	    436875 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua54-10              	    2796	    439246 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua54-10              	    3091	    395494 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua54-10              	    3051	    387298 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua54-10              	    3062	    392831 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua54-10              	    2856	    426954 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua54-10        	       4	 290591542 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua54-10        	       4	 290078438 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua54-10        	       4	 292206896 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua54-10        	       4	 291461448 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua54-10        	       4	 291505208 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua54-10        	       4	 294435281 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua54-10             	     452	   2620957 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua54-10             	     458	   2594657 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua54-10             	     476	   2545766 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua54-10             	     499	   2412048 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua54-10             	     470	   2528883 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua54-10             	     459	   2605860 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua54-10           	    1466	    818944 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua54-10           	    1489	    802441 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua54-10           	    1606	    740186 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua54-10           	    1539	    787827 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua54-10           	    1605	    741433 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua54-10           	    1584	    768768 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua54-10            	    2218	    539139 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua54-10            	    2242	    538772 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua54-10            	    2238	    542356 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua54-10            	    2103	    571144 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua54-10            	    2235	    540357 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua54-10            	    2196	    550966 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua54-10          	      39	  29168310 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua54-10          	      40	  29094635 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua54-10          	      39	  30567577 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua54-10          	      39	  29727112 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua54-10          	      40	  28722750 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua54-10          	      38	  30465977 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua54-10             	    6378	    182131 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua54-10             	    6681	    181752 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua54-10             	    6718	    181265 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua54-10             	    6847	    180144 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua54-10             	    6811	    180619 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua54-10             	    6770	    180217 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua54-10           	     754	   1519671 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua54-10           	     780	   1524953 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua54-10           	     818	   1481821 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua54-10           	     796	   1477072 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua54-10           	     828	   1471987 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua54-10           	     829	   1470187 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua54-10            	     918	   1303920 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua54-10            	     913	   1316092 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua54-10            	     930	   1286073 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua54-10            	     931	   1294840 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua54-10            	     927	   1312046 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua54-10            	     907	   1331537 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua54-10      	       6	 190485972 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua54-10      	       6	 189867743 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua54-10      	       6	 190090153 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua54-10      	       6	 191455771 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua54-10      	       6	 192999410 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua54-10      	       6	 190880674 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua54-10    	       8	 135515875 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua54-10    	       8	 135571432 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua54-10    	       8	 135384766 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua54-10    	       8	 137296375 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua54-10    	       8	 134230510 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua54-10    	       8	 134504667 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua54-10     	      18	  63656470 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua54-10     	      18	  63406308 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua54-10     	      18	  63731699 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua54-10     	      18	  63670995 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua54-10     	      18	  63868732 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua54-10     	      18	  63860097 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua54-10                  	     291	   4123774 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua54-10                  	     289	   4128752 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua54-10                  	     290	   4133051 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua54-10                  	     289	   4131364 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua54-10                  	     290	   4122154 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua54-10                  	     288	   4130138 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua54-10         	     100	  11527680 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua54-10         	     100	  11824250 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua54-10         	     100	  11472562 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua54-10         	     100	  11477285 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua54-10         	     100	  11432085 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua54-10         	     100	  11530180 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua54-10       	     966	   1215711 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua54-10       	     988	   1226828 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua54-10       	     986	   1225123 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua54-10       	     993	   1211467 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua54-10       	     985	   1211501 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua54-10       	     988	   1218396 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua54-10              	     909	   1327167 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua54-10              	     906	   1330393 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua54-10              	     907	   1331814 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua54-10              	     906	   1345613 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua54-10              	     892	   1347753 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua54-10              	     898	   1328361 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua54-10             	     124	   9532384 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua54-10             	     126	   9537120 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua54-10             	     124	   9630960 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua54-10             	     126	   9461964 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua54-10             	     126	   9490549 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua54-10             	     126	   9490989 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua54-10                 	     237	   5016582 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua54-10                 	     238	   5060196 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua54-10                 	     238	   5032556 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua54-10                 	     237	   5030134 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua54-10                 	     238	   5024707 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua54-10                 	     238	   5016961 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua54-10         	     663	   1795945 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua54-10         	     684	   1738174 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua54-10         	     694	   1728809 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua54-10         	     676	   1773629 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua54-10         	     699	   1737448 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua54-10         	     685	   1765816 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua54-10          	    1059	   1133212 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua54-10          	     994	   1205104 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua54-10          	    1058	   1133097 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua54-10          	    1063	   1136217 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua54-10          	    1041	   1152164 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua54-10          	     997	   1206554 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua54-10             	     643	   1878453 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua54-10             	     672	   1841523 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua54-10             	     672	   1783466 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua54-10             	     668	   1805985 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua54-10             	     673	   1783546 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua54-10             	     640	   1869046 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua54-10               	     574	   2076529 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua54-10               	     577	   2084830 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua54-10               	     584	   2054769 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua54-10               	     582	   2087914 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua54-10               	     577	   2087323 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua54-10               	     579	   2064628 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua54-10            	    4764	    256853 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua54-10            	    4626	    260307 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua54-10            	    4658	    260823 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua54-10            	    4422	    266924 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua54-10            	    4554	    269713 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua54-10            	    4668	    261441 ns/op	       8 B/op	       1 allocs/op
PASS
ok  	luabench	212.073s
goos: darwin
goarch: arm64
pkg: luabench
cpu: Apple M1 Pro
BenchmarkStandard/bounce/luajit-10 	   12627	     98155 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-10 	   12668	     93811 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-10 	   13429	     89405 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-10 	   13495	     88859 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-10 	   12768	     92940 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-10 	   13015	     91995 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-10     	       4	 326098167 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-10     	       4	 315420906 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-10     	       3	 337579125 ns/op	      10 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-10     	       4	 326954677 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-10     	       3	 336558708 ns/op	      10 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-10     	       4	 331689302 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-10         	      75	  15545954 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-10         	      72	  16086185 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-10         	      81	  14543808 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-10         	      78	  14971686 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-10         	      75	  16458847 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-10         	      78	  14973304 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-10            	       1	1814633042 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-10            	       1	1774336125 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-10            	       1	1790507791 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-10            	       1	1810327750 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-10            	       1	2001715458 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-10            	       1	1892324334 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-10              	      28	  40704656 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-10              	      28	  37269179 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-10              	      34	  37731277 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-10              	     898	   1320757 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-10              	     916	   1119410 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-10              	     921	   1172423 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-10              	   15614	     76178 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-10              	   15098	     78019 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-10              	   14971	     79110 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-10              	   15070	     78390 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-10              	   15633	     76576 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-10              	   15315	     77513 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-10        	      28	  42212790 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-10        	      28	  40393686 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-10        	      28	  40750424 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-10        	      28	  42858893 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-10        	      28	  40547110 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-10        	      28	  41714938 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-10             	    8580	    131487 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-10             	    8774	    131655 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-10             	    8715	    130391 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-10             	    8790	    130550 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-10             	    8806	    135785 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-10             	    8797	    130801 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-10           	   48400	     24275 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-10           	   32804	     31253 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-10           	   49684	     23275 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-10           	   15874	     68614 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-10           	   51123	     23408 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-10           	   22196	     47092 ns/op	       8 B/op	       1 allocs/op
