goos: linux
goarch: amd64
pkg: luabench
cpu: AMD Ryzen 9 9900X3D 12-Core Processor          
BenchmarkSuite/string-scan/apogee-jit-6               	    2031	    585614 ns/op	      53 B/op	       0 allocs/op
BenchmarkSuite/string-scan/shopify-6                  	     476	   2478222 ns/op	  832143 B/op	   71007 allocs/op
BenchmarkSuite/string-scan/shopify-6                  	     484	   2477671 ns/op	  832144 B/op	   71007 allocs/op
BenchmarkSuite/string-scan/shopify-6                  	     481	   2495749 ns/op	  832146 B/op	   71007 allocs/op
BenchmarkSuite/string-scan/shopify-6                  	     478	   2485512 ns/op	  832147 B/op	   71007 allocs/op
BenchmarkSuite/string-scan/shopify-6                  	     482	   2484440 ns/op	  832144 B/op	   71007 allocs/op
BenchmarkSuite/string-scan/shopify-6                  	     478	   2495502 ns/op	  832144 B/op	   71007 allocs/op
BenchmarkSuite/go-calls/go-6                          	    5250	    223998 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/go-calls/go-6                          	    5313	    223879 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/go-calls/go-6                          	    5356	    224007 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/go-calls/go-6                          	    5356	    223872 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/go-calls/go-6                          	    5348	    223858 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/go-calls/go-6                          	    5353	    223904 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-6                      	     598	   1982012 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-6                      	     606	   1982469 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-6                      	     604	   1979252 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-6                      	     606	   1978710 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-6                      	     606	   1978445 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-6                      	     604	   1980014 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-jit-6                  	     909	   1316710 ns/op	      42 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-jit-6                  	     910	   1317634 ns/op	      42 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-jit-6                  	     908	   1316966 ns/op	      42 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-jit-6                  	     910	   1317751 ns/op	      42 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-jit-6                  	     910	   1317244 ns/op	      42 B/op	       0 allocs/op
BenchmarkSuite/go-calls/apogee-jit-6                  	     910	   1316407 ns/op	      42 B/op	       0 allocs/op
BenchmarkSuite/go-calls/shopify-6                     	     224	   5323332 ns/op	 3200146 B/op	  400005 allocs/op
BenchmarkSuite/go-calls/shopify-6                     	     224	   5327320 ns/op	 3200138 B/op	  400004 allocs/op
BenchmarkSuite/go-calls/shopify-6                     	     224	   5344115 ns/op	 3200147 B/op	  400005 allocs/op
BenchmarkSuite/go-calls/shopify-6                     	     224	   5333064 ns/op	 3200155 B/op	  400005 allocs/op
BenchmarkSuite/go-calls/shopify-6                     	     223	   5367511 ns/op	 3200143 B/op	  400005 allocs/op
BenchmarkSuite/go-calls/shopify-6                     	     222	   5364185 ns/op	 3200148 B/op	  400005 allocs/op
BenchmarkSuite/plasma/go-6                            	    4056	    295819 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-6                            	    4053	    294822 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-6                            	    4066	    294926 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-6                            	    4045	    295079 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-6                            	    4063	    294946 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/go-6                            	    4038	    295183 ns/op	       0 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-6                        	     674	   1766052 ns/op	       5 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-6                        	     678	   1763694 ns/op	       5 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-6                        	     678	   1763165 ns/op	       5 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-6                        	     678	   1765541 ns/op	       5 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-6                        	     679	   1763888 ns/op	       5 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-6                        	     679	   1764302 ns/op	       5 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-jit-6                    	    1560	    767432 ns/op	      71 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-jit-6                    	    1573	    762160 ns/op	      71 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-jit-6                    	    1545	    769662 ns/op	      72 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-jit-6                    	    1550	    769999 ns/op	      72 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-jit-6                    	    1555	    769423 ns/op	      71 B/op	       0 allocs/op
BenchmarkSuite/plasma/apogee-jit-6                    	    1562	    766961 ns/op	      71 B/op	       0 allocs/op
BenchmarkSuite/plasma/shopify-6                       	     288	   4162911 ns/op	 2240116 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-6                       	     289	   4155999 ns/op	 2240114 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-6                       	     286	   4156551 ns/op	 2240115 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-6                       	     288	   4154534 ns/op	 2240116 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-6                       	     288	   4155816 ns/op	 2240119 B/op	  280001 allocs/op
BenchmarkSuite/plasma/shopify-6                       	     288	   4162175 ns/op	 2240116 B/op	  280001 allocs/op
BenchmarkSuite/particles/apogee-6                     	    3865	    299673 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-6                     	    4004	    300177 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-6                     	    4008	    299314 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-6                     	    4011	    298854 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-6                     	    3957	    299281 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-6                     	    3964	    298849 ns/op	       1 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-jit-6                 	   13369	     89825 ns/op	      14 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-jit-6                 	   13357	     89925 ns/op	      14 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-jit-6                 	   13387	     89699 ns/op	      14 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-jit-6                 	   13335	     90347 ns/op	      14 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-jit-6                 	   10000	    100649 ns/op	      19 B/op	       0 allocs/op
BenchmarkSuite/particles/apogee-jit-6                 	   13450	     89287 ns/op	      14 B/op	       0 allocs/op
BenchmarkSuite/particles/shopify-6                    	    1010	   1195608 ns/op	  475059 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-6                    	    1005	   1207120 ns/op	  475060 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-6                    	    1006	   1195443 ns/op	  475060 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-6                    	    1011	   1194415 ns/op	  475059 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-6                    	    1017	   1207903 ns/op	  475058 B/op	   25341 allocs/op
BenchmarkSuite/particles/shopify-6                    	    1014	   1199292 ns/op	  475059 B/op	   25341 allocs/op
PASS
ok  	luabench	727.353s
BenchmarkStandard/bounce/lua55-24   	    3606	    291679 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua55-24   	    3975	    302752 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua55-24   	    4005	    296119 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua55-24   	    4010	    293438 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua55-24   	    3985	    289509 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/lua55-24   	    4231	    286413 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua55-24       	      32	  35393650 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua55-24       	      32	  35273025 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua55-24       	      32	  34893146 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua55-24       	      33	  35202391 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua55-24       	      32	  35030798 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/lua55-24       	      33	  35073695 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua55-24         	      58	  21166780 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua55-24         	      57	  21122540 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua55-24         	      51	  21259570 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua55-24         	      56	  21104061 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua55-24         	      61	  21101212 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/lua55-24         	      61	  21334387 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua55-24            	       1	2222021154 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua55-24            	       1	2201873085 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua55-24            	       1	2214587492 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua55-24            	       1	2223722218 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua55-24            	       1	2241494724 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/lua55-24            	       1	2192399439 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/json/lua55-24              	     277	   4307479 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua55-24              	     273	   4367693 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua55-24              	     278	   4316756 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua55-24              	     278	   4296679 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua55-24              	     273	   4379045 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/lua55-24              	     270	   4413126 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua55-24              	    4819	    246744 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua55-24              	    4863	    248650 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua55-24              	    4814	    245526 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua55-24              	    4893	    247135 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua55-24              	    5163	    236125 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/lua55-24              	    5196	    230874 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua55-24        	       8	 125581100 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua55-24        	       8	 126069941 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua55-24        	       8	 126468741 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua55-24        	       8	 127205406 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua55-24        	       8	 126997826 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/lua55-24        	       8	 126304280 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua55-24             	     969	   1208297 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua55-24             	     896	   1327243 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua55-24             	     962	   1227367 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua55-24             	     990	   1208805 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua55-24             	     921	   1295003 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/lua55-24             	     956	   1239698 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua55-24           	    3163	    375302 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua55-24           	    3007	    401391 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua55-24           	    3127	    383387 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua55-24           	    3031	    398775 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua55-24           	    2878	    410676 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/lua55-24           	    2932	    399661 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua55-24            	    4072	    296173 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua55-24            	    3973	    285795 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua55-24            	    4209	    283505 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua55-24            	    4144	    286451 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua55-24            	    4218	    284538 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/lua55-24            	    3868	    304787 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua55-24          	      70	  16726449 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua55-24          	      73	  16324124 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua55-24          	      68	  16856691 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua55-24          	      66	  16375966 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua55-24          	      72	  16797149 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/lua55-24          	      70	  16687526 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua55-24             	   10000	    100926 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua55-24             	   10000	    101388 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua55-24             	   10000	    103116 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua55-24             	   10000	    101694 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua55-24             	   10000	    100727 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/lua55-24             	   10000	    101240 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua55-24           	    1508	    766146 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua55-24           	    1567	    766913 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua55-24           	    1602	    750193 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua55-24           	    1593	    760274 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua55-24           	    1590	    760059 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/lua55-24           	    1568	    774400 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua55-24            	    1438	    864048 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua55-24            	    1453	    812721 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua55-24            	    1507	    804576 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua55-24            	    1472	    825354 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua55-24            	    1468	    805441 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/lua55-24            	    1444	    840075 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua55-24      	       9	 115169120 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua55-24      	       9	 115427405 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua55-24      	       9	 116193122 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua55-24      	       9	 114498171 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua55-24      	       9	 115583275 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/lua55-24      	       9	 114870626 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua55-24    	      18	  65068652 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua55-24    	      18	  65022346 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua55-24    	      18	  64765096 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua55-24    	      18	  64845841 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua55-24    	      18	  65020307 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/lua55-24    	      16	  65285232 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua55-24     	      34	  33623011 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua55-24     	      31	  37466348 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua55-24     	      34	  33534122 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua55-24     	      34	  33606671 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua55-24     	      34	  33685720 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/lua55-24     	      34	  33574535 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua55-24                  	     480	   2478770 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua55-24                  	     510	   2356880 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua55-24                  	     511	   2343974 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua55-24                  	     511	   2357599 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua55-24                  	     508	   2345037 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/lua55-24                  	     450	   2637037 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua55-24         	     278	   4295441 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua55-24         	     279	   4286006 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua55-24         	     279	   4294929 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua55-24         	     279	   4286558 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua55-24         	     279	   4281056 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/lua55-24         	     277	   4313666 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua55-24       	    2024	    587519 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua55-24       	    2038	    583224 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua55-24       	    2054	    583519 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua55-24       	    1986	    595557 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua55-24       	    2050	    580394 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/lua55-24       	    2062	    579760 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua55-24              	    1551	    772172 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua55-24              	    1568	    770321 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua55-24              	    1558	    775378 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua55-24              	    1560	    771067 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua55-24              	    1566	    770493 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/lua55-24              	    1544	    769482 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua55-24             	     168	   7020574 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua55-24             	     174	   6877611 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua55-24             	     172	   6960622 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua55-24             	     165	   7102660 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua55-24             	     168	   7094120 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/lua55-24             	     169	   7044788 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua55-24                 	     363	   3262232 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua55-24                 	     367	   3254083 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua55-24                 	     364	   3265959 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua55-24                 	     356	   3296151 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua55-24                 	     368	   3256530 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/lua55-24                 	     369	   3243414 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua55-24         	    1498	    770955 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua55-24         	    1455	    772468 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua55-24         	    1562	    768204 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua55-24         	    1536	    779353 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua55-24         	    1530	    768375 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/lua55-24         	    1531	    778346 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua55-24          	    1720	    703011 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua55-24          	    1638	    719194 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua55-24          	    1608	    706596 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua55-24          	    1704	    703297 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua55-24          	    1659	    720324 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/lua55-24          	    1672	    713424 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua55-24             	    1012	   1130260 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua55-24             	    1052	   1070616 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua55-24             	    1130	   1070922 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua55-24             	    1108	   1065853 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua55-24             	    1142	   1051808 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/lua55-24             	    1152	   1048454 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua55-24               	     840	   1418002 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua55-24               	     842	   1424721 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua55-24               	     835	   1417908 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua55-24               	     852	   1416983 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua55-24               	     822	   1453756 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/lua55-24               	     840	   1429321 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua55-24            	    7821	    152233 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua55-24            	    8082	    149285 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua55-24            	    7900	    152082 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua55-24            	    7100	    144069 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua55-24            	    7995	    150916 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/lua55-24            	    7984	    152427 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-24  	   43267	     27928 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-24  	   42738	     28058 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-24  	   41562	     28235 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-24  	   44010	     27410 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-24  	   43167	     27801 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/bounce/luajit-24  	   43831	     27347 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-24      	      82	  13998557 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-24      	      67	  17615368 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-24      	      80	  14485048 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-24      	      81	  14066885 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-24      	      81	  14196373 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/cd/luajit-24      	      80	  14371483 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-24         	     126	   9494746 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-24         	     126	   9490131 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-24         	     126	   9473973 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-24         	     126	   9443186 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-24         	     127	   9353486 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/deltablue/luajit-24         	     128	   9254543 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-24            	       1	1453173757 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-24            	       1	1477457059 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-24            	       1	1431970681 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-24            	       1	1380194404 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-24            	       1	1492220583 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/havlak/luajit-24            	       1	1463223956 ns/op	      16 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-24              	    1300	    830887 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-24              	    1214	    880829 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-24              	    1212	    899796 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-24              	    1357	    881903 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-24              	    1297	    824914 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/json/luajit-24              	    1230	    827142 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-24              	   19183	     62615 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-24              	   19050	     63390 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-24              	   19426	     61778 ns/op	       8 B/op	       1 allocs/op
